Review,Comments,Ratings,Locations,Time,Positive_Score,Negative_Score,Neutral_Score,Sentiment,Subjectivity_Score
Delightful,Best camera best in processor,4, Patna,1 month ago,0.9217,0,0.9217,Positive,0.5333333333333333
Unsatisfactory,Batter To Buy Poco X5 Pro Or Any Other Brand,5, Khetasarai,1 month ago,0.0,0,0.0,Neutral,0.0
Expected a better product,"Battery very poor quality it's just like 3000mh,",5, Bhadrak District,1 month ago,0.3182,0,0.3182,Positive,0.5
Highly recommended,Very good product and best product,5, Udaipur,nan,0.8581,0,0.8581,Positive,0.48000000000000004
Nice product,Good mobile device,5, Kashipur,1 month ago,0.6908,0,0.6908,Positive,0.8
Terrific purchase,Good,5, Malegaon,1 month ago,0.7184,0,0.7184,Positive,0.8
Must buy!,value for money product but i feel bulky,4, South Thrikkaripur,1 month ago,0.34,0,0.34,Positive,0.0
Useless product,VERY POOR CAMERA PERFORMANCE DONT PURCHASE,5, Faizabad District,1 month ago,-0.7096,0.7096,0.0,Negative,0.4
Wonderful,Good Product,5, Gadag Betigeri,1 month ago,0.765,0,0.765,Positive,0.8
Nice,Nice,4, Koch Bihar,1 month ago,0.6808,0,0.6808,Positive,1.0
Highly recommended,Best experience,5, Mahesana,1 month ago,0.763,0,0.763,Positive,0.41999999999999993
Highly recommended,Super,5, Mumbai,1 month ago,0.7408,0,0.7408,Positive,0.6033333333333333
Delightful,Amazing phone cera quality good battery  good,5, Sultanpur District,1 month ago,0.9246,0,0.9246,Positive,0.775
Brilliant,"good phone, got it with bank offers! camera is good at this price point, the amoled display is very good to watch, but they still need to work on the software and bloatware apps! you can easily uninstall it, though!",4, Kottayam District,nan,0.9313,0,0.9313,Positive,0.6055555555555556
Utterly Disappointed,"Phone is heated so much and also it's hanging frequently. Worst ever phone i have ever bought, don't deserve higher price. Poor performace of device - below below expectations.",4, Surat,1 month ago,-0.8908,0.8908,0.0,Negative,0.6100000000000001
Brilliant,Very good other then company,5, Badod,1 month ago,0.7717,0,0.7717,Positive,0.8
Great product,Good,5, Sikar,1 month ago,0.7906,0,0.7906,Positive,0.675
Utterly Disappointed,Very bad product.. Battery backup is very low less than 10 hours.. Very bad experience it's very over heating.... Shame on you redmi,5, Ernakulam,1 month ago,-0.9446,0.9446,0.0,Negative,0.48999999999999994
Expected a better product,Not layk mi,5, Verna,1 month ago,0.4404,0,0.4404,Positive,0.45
Decent product,Battery backup is not up to mark,5, Jhansi,1 month ago,0.0,0,0.0,Neutral,0.6666666666666666
Highly recommended,Very nice phone,5, Baksa District,1 month ago,0.6335,0,0.6335,Positive,0.77
Brilliant,Nice,3, Pune,1 month ago,0.765,0,0.765,Positive,1.0
Great product,Awesome Mobile,5, Akluj,1 month ago,0.8481,0,0.8481,Positive,0.875
Wonderful,Nice,4, Wayanad District,nan,0.7579,0,0.7579,Positive,1.0
Fabulous!,Worth Price,5, Panipat,1 month ago,0.6486,0,0.6486,Positive,0.55
Simply awesome,phone was good but google dialer for call recording is my problem so i change rom from India to Indonesia,5, Ahmedabad,1 month ago,0.6486,0,0.6486,Positive,0.8
Classy product,Very good smart phone,5, Rourkela,1 month ago,0.8176,0,0.8176,Positive,0.7142857142857143
Nice,Good,4, Jhumri Tilaiya,1 month ago,0.6908,0,0.6908,Positive,0.8
Nice product,According to price best product,5, New Delhi,1 month ago,0.7906,0,0.7906,Positive,0.65
Just okay,-The camera is not performing well in low light and over expose  in daylight conditions.-The 67 waat charger took 2 hours to completely charge the device while my realme 8i took 1.3 hours for a complete charge with a 18 waat charger.-performance is decent,5, Puri,1 month ago,0.0772,0,0.0772,Positive,0.4944444444444444
Brilliant,Good camera,5, Jammu,1 month ago,0.7717,0,0.7717,Positive,0.8
Just wow!,"Redmi note 12 and poco x5 pro 5g same ti same, Buy poco x5 pro 5g without any doubt",5, Mumbai,1 month ago,0.7105,0,0.7105,Positive,1.0
Very Good,Vary good phone,3, Pimpri Chinchwad,1 month ago,0.7003,0,0.7003,Positive,0.6000000000000001
Highly recommended,Very good 5G phone in this price range,4, Jangipur,nan,0.6453,0,0.6453,Positive,0.5700000000000001
Hated it!,I love redmi but I hate battery that's very very quickly draining continuously use only 6 hours battery the mobile was ill chage minimum 2 time maximum 3 time camera is awesome one of the problem is battery draining actually 5000mah......,4, Madathukulam,1 month ago,-0.6249,0.6249,0.0,Negative,0.6857142857142856
Best in the market!,Nice phone performance awesome and back look,4, Bally,1 month ago,0.9022,0,0.9022,Positive,0.575
Great product,Nice phone,5, Ghaziabad,1 month ago,0.7845,0,0.7845,Positive,0.875
Not good,This product is not value for money. Display lagging is more.,5, Manesar,1 month ago,0.4939,0,0.4939,Positive,0.6000000000000001
Pretty good,"It's a decent phone. It does lag once in a while during normal usage. Lags frequently when playing games. Not meant for gaming. I liked the charging speed, display and camera.",5, Hyderabad,1 month ago,0.7003,0,0.7003,Positive,0.6694444444444444
Good choice,Satisfied ,4, Bengaluru,1 month ago,0.6908,0,0.6908,Positive,0.8
Terrific purchase,Beautiful phone,5, Amravati,1 month ago,0.7906,0,0.7906,Positive,1.0
Just wow!,Best performance MI ,5, Vikarabad District,1 month ago,0.8402,0,0.8402,Positive,0.65
Excellent,Superb ,5, Visakhapatnam District,1 month ago,0.8316,0,0.8316,Positive,1.0
Fabulous!,Nice Khoob Bhalo,5, Koch Bihar,nan,0.7351,0,0.7351,Positive,1.0
Hated it!,Very bad product automatically reboot frequently also play store not working properly,5, New Delhi,1 month ago,-0.743,0.743,0.0,Negative,0.4416666666666667
Wonderful,Very good products I like it,5, Kozhikode District,1 month ago,0.8442,0,0.8442,Positive,0.8
Simply awesome,Being a normal user I didn't find any problem in the device. Haven't done gaming yet .,5, Bareilly,1 month ago,0.7475,0,0.7475,Positive,0.825
Waste of money!,"Hanging start, phone can't receive due to hanging issues",5, Varanasi District,1 month ago,-0.4215,0.4215,0.0,Negative,0.1875
Perfect product!,Good,4, Bhubaneswar,1 month ago,0.765,0,0.765,Positive,0.8
Fabulous!,Lovely ,5, Bemetara,1 month ago,0.802,0,0.802,Positive,0.875
Unsatisfactory,Defective product,5, Kolkata,1 month ago,-0.4404,0.4404,0.0,Negative,0.0
Pretty good,I like the display and camera also better than 30k to -40k mobile,5, Surajgarh,1 month ago,0.8885,0,0.8885,Positive,0.7000000000000001
Horrible,Battery drain faster,5, Ghazipur,1 month ago,-0.5423,0.5423,0.0,Negative,1.0
Super!,Best product of this segment..,4, Meghnagar,nan,0.8442,0,0.8442,Positive,0.4833333333333333
Horrible,Battery cheap quality,5, Aroor,1 month ago,-0.5423,0.5423,0.0,Negative,0.85
Very Good,Review after 5 months Camera quality good 4/5Performance  good 4/5Heating problem sometimes when you chargingAll over quality 4/5,5, Jaipur,1 month ago,0.7184,0,0.7184,Positive,0.6000000000000001
Nice product,Good product,5, Kodarma District,1 month ago,0.6908,0,0.6908,Positive,0.8
Highly recommended,Nice one mobile,5, Belgaum,1 month ago,0.6335,0,0.6335,Positive,0.77
Awesome,Nice,5, Deori Sagar District,1 month ago,0.7845,0,0.7845,Positive,1.0
Pretty good,It's worth below 20k,5, Chittoor,1 month ago,0.7906,0,0.7906,Positive,0.5666666666666668
Classy product,Excellent mobile In this price range.. Got good offers from Flipkart and .. I received it in one day delivery...,3, Ahmedabad,1 month ago,0.8591,0,0.8591,Positive,0.625
Not recommended at all,Betteri soon discharge betteri is bed,4, Bharatpur,1 month ago,0.2023,0,0.2023,Positive,0.0
Just wow!,Super mobile,5, Chittoor District,1 month ago,0.8271,0,0.8271,Positive,0.8333333333333333
Worth every penny,"Redmi Note 12 Pro is truly a value for money .It's a complete all rounder given the Dolby sound output, Sony camera sensor,Amoled display and it's reception capability of 10 5G bands. Battery could've been a little bit better as the screen on time reduces especially when the mobile is always on 5G mode.",5, Jiaganj Azimganj,nan,0.8326,0,0.8326,Positive,0.48333333333333334
Fair,Camera 5/5Display 5/5Design 5/5Battery 2/5Network quality 4/5Software 2/5Phone is nice but software update and battery optimization are very bad.,4, Cuddalore District,1 month ago,0.4939,0,0.4939,Positive,0.8555555555555555
Must buy!,Good,3, Guntur,1 month ago,0.4404,0,0.4404,Positive,0.6000000000000001
Highly recommended,Fast time my New Phone Best Phone Readmi Note 12 Pro 5G,5, Nagar,1 month ago,0.7425,0,0.7425,Positive,0.47363636363636363
Super!,Nice one.,4, Falakata,1 month ago,0.7717,0,0.7717,Positive,0.8333333333333333
Worth every penny,Good,4, New Delhi,1 month ago,0.5859,0,0.5859,Positive,0.35000000000000003
Awesome,Camera is to good,5, Darbhanga,1 month ago,0.7906,0,0.7906,Positive,0.8
Does the job,Bad,3, Nellore,1 month ago,-0.5423,0.5423,0.0,Negative,0.6666666666666666
Not recommended at all,1-Heating issue 2- low battery performance (like 2000 mah battery performance) 3-bad ear speaker quality 4-Rear and front camera performance very poor (ois is not working),5, Fatehpur Fatehpur District,1 month ago,-0.6597,0.6597,0.0,Negative,0.5222222222222221
Pretty good,Can't explain In words how much it's nice.... But Redmi can make their batteries more powerful.....  Personally I am not satisfied from the battery side ,5, Durgapur,1 month ago,0.926,0,0.926,Positive,0.9199999999999999
Does the job,Casting is disconnected in the middle,3, Hyderabad,nan,0.0,0,0.0,Neutral,0.0
Useless product,Camera not like awesome okay okay ,5, Pauri Garhwal,1 month ago,0.765,0,0.765,Positive,0.55
Delightful,Good phone,3, Kozhikode,1 month ago,0.7717,0,0.7717,Positive,0.8
Good quality product,Good,4, Chennai,1 month ago,0.7003,0,0.7003,Positive,0.6000000000000001
Value-for-money,Camera is good. Music sound was very good. Display is awesome. Better performance. Overall this is good choice in this price range.,5, Visakhapatnam,1 month ago,0.9403,0,0.9403,Positive,0.5285714285714286
Highly recommended,This phone is awesome. Battary back up is good. Very smooth handling..,5, Kolkata,1 month ago,0.854,0,0.854,Positive,0.528
Brilliant,Very nice phone,3, Bettiah,1 month ago,0.765,0,0.765,Positive,1.0
Expected a better product,have some issue with phne its hangs. Not to buy this,5, Alipurduar,1 month ago,0.4404,0,0.4404,Positive,0.45
Good choice,Every thing is good about mobile except Camera. The phone is bigger in hand and sometimes feel bulky but light weight.This is my Xiomi 7th mobile and best Display till now.,5, Dhule,1 month ago,0.9217,0,0.9217,Positive,0.54
Worst experience ever!,Very very bad Hang probablyNo network coverejI never buy mi mobileI m very sad,5, Sihora,1 month ago,-0.8934,0.8934,0.0,Negative,0.8888888888888888
Classy product,All rounder phone.,4, Padrauna,nan,0.4404,0,0.4404,Positive,0.9
Horrible,Battery performance poor,5, Allahabad,1 month ago,-0.765,0.765,0.0,Negative,0.8
Simply awesome,Good,5, Arwal District,1 month ago,0.7906,0,0.7906,Positive,0.8
Good choice,Camera: 3/5 Battery: 4/5Display: 5/5Performance: 3/5,5, Rohtas District,1 month ago,0.4404,0,0.4404,Positive,0.6000000000000001
Super!,Very good phon,5, Jhansi,1 month ago,0.7783,0,0.7783,Positive,0.6333333333333333
Excellent,Good phone,5, Sehore,1 month ago,0.765,0,0.765,Positive,0.8
Perfect product!,"Very nice, product",5, Puthencruz,1 month ago,0.7579,0,0.7579,Positive,1.0
Classy product,Good,5, Haldia,1 month ago,0.7003,0,0.7003,Positive,0.75
Nice product,Ok good performance,4, Vishakhapatnam,1 month ago,0.7845,0,0.7845,Positive,0.7000000000000001
Worst experience ever!,"Battery very fast drain. Camera quality poor. Low brightness display outside. Design super and performance ok. Please redmi note series more improve battery, camera and display. This time note series high price.",3, Theni,1 month ago,0.5574,0,0.5574,Positive,0.5320833333333332
Nice product,Redmi is Always Good,5, Nellore,nan,0.6908,0,0.6908,Positive,0.8
Could be way better,Camera picture quality is very poor and no tempered glass fit on its screen and battery backup is not good finish within 6 hours,5, Chandigarh,1 month ago,0.6369,0,0.6369,Positive,0.525
Good,It looks good and performance is also good but camera is not as well as I expected,3, Bhagalpur Division,1 month ago,0.8689,0,0.8689,Positive,0.55
Hated it!,I have purchased 1 week ago but battery charge in 3 hours issue and phone not accepted performance,4, Rewa,1 month ago,-0.4767,0.4767,0.0,Negative,0.7
Best in the market!,I like this product and this is genuine and like this product and awesome quality,5, Alwar,1 month ago,0.9231,0,0.9231,Positive,0.6
Value-for-money,Another good phone from note series but slightly overpriced.,3, Kalyan,1 month ago,0.4404,0,0.4404,Positive,0.38333333333333336
Wonderful,Good one picture are taken in portrait mode is like dslr,5, Kozhikode,1 month ago,0.8442,0,0.8442,Positive,0.8
Highly recommended,Overall Good,3, Shrirampur,1 month ago,0.6436,0,0.6436,Positive,0.38000000000000006
Wonderful,This is best smartphone in this range.Display quality is very very great than other smartphone in this rangePerformance is very goodCamera quality is okYou can purchase this phone without hesitation,5, Navsari District,1 month ago,0.9302,0,0.9302,Positive,0.6833333333333332
Wonderful,Vry good phone at is price point,4, Bhuj,1 month ago,0.765,0,0.765,Positive,0.8
Just wow!,Good picture quality,3, Nagaur,nan,0.7717,0,0.7717,Positive,0.8
Just wow!,Very good phone,3, Kasganj,1 month ago,0.7717,0,0.7717,Positive,0.8
Worth the money,You can buy it without any doubt,5, Dewas,1 month ago,0.4606,0,0.4606,Positive,0.1
Must buy!,Nice,5, Nalagarh,1 month ago,0.4215,0,0.4215,Positive,1.0
Highly recommended,Nice phone.,3, Ahmedabad,1 month ago,0.6335,0,0.6335,Positive,0.77
Pretty good,Super very good,4, Kozhikode,1 month ago,0.9169,0,0.9169,Positive,0.7166666666666667
Good choice,"Mind blowing camera, splendid display and immersive experience of display and Dolby Atmos.",5, Haludpukhur,1 month ago,0.7717,0,0.7717,Positive,0.8
Does the job,"The phone looks nice, but the performance and camera are very bad",4, Vijayawada,1 month ago,-0.1779,0.1779,0.0,Negative,0.8333333333333333
Worth every penny,Supereb... Fantastic,3, Bhubaneswar,1 month ago,0.6705,0,0.6705,Positive,0.5
Terrific,Super macro is not available in this phone. Redmi note 10 pro max is super macro available but not available this phone,5, Hutmura,1 month ago,0.8979,0,0.8979,Positive,0.5888888888888888
Awesome,Nice phone but slightly camera improve,5, Mithapur,nan,0.8598,0,0.8598,Positive,0.7222222222222222
Really Nice,Nice phone but camera is little bit on down side. Overall good phone,5, Bathinda,1 month ago,0.8437,0,0.8437,Positive,0.62
Value-for-money,Overall it is fine,5, Kadayampatti,1 month ago,0.2023,0,0.2023,Positive,0.25
Decent product,Not upto Mark dissatisfied,5, Nellore,1 month ago,-0.3818,0.3818,0.0,Negative,0.6666666666666666
Terrific,Awsome phone,5, Bhubaneswar,1 month ago,0.4767,0,0.4767,Positive,1.0
Brilliant,Very nice phone,5, New Delhi,1 month ago,0.765,0,0.765,Positive,1.0
Decent product,Average camer 50 mp doesn't matter 12 mp is far better than 50 mp,5, Surat,1 month ago,0.4265,0,0.4265,Positive,0.6416666666666666
Mind-blowing purchase,Good,3, Chittorgarh,1 month ago,0.4404,0,0.4404,Positive,0.6000000000000001
Classy product,Overall it is a good phone. Happy with my purchase,5, Pala,1 month ago,0.8591,0,0.8591,Positive,0.625
Awesome,Good,5, Chhapra,1 month ago,0.7906,0,0.7906,Positive,0.8
Mind-blowing purchase,Good,5, Palakkad District,nan,0.4404,0,0.4404,Positive,0.6000000000000001
Wonderful,Great phone,5, Bilaspur,1 month ago,0.8316,0,0.8316,Positive,0.875
Delightful,Nice product,5, Raipur,1 month ago,0.765,0,0.765,Positive,1.0
Terrific,Good phone,4, Mumbai,1 month ago,0.7184,0,0.7184,Positive,0.8
Pretty good,Not bad,5, Hyderabad,1 month ago,0.3818,0,0.3818,Positive,0.7555555555555555
Nice,Battery backup and front camera is not worthy,4, Hindaun City,1 month ago,0.6908,0,0.6908,Positive,1.0
Just wow!,"Its a good phone, one can have it for daily normal use + games + surfing.The only thing, there were many bloatwares which had to be uninstalled.I am also not sure if Xiomi is collecting wht data through this phone.",4, Kanpur,1 month ago,0.8402,0,0.8402,Positive,0.6064814814814815
Highly recommended,Very nice mobile,5, Anjar,1 month ago,0.6335,0,0.6335,Positive,0.77
Simply awesome,Good,5, Begusarai,1 month ago,0.7906,0,0.7906,Positive,0.8
Very poor,First time iam giving this review pls don't buy this is phone it's only few days not evn a monthn and speaker is cracking ( speaker phat raha hai)  pls if you have lots of money than iam nobody to say but if ate saving and lookin for a phone to use on a long term pls save your self it's not worth the price,5, Mira Bhayandar,1 month ago,0.6486,0,0.6486,Positive,0.3583333333333334
Not recommended at all,Hiting problem,3, New Delhi,nan,-0.2263,0.2263,0.0,Negative,0.0
Very poor,Not giving  a good backup,4, Bodhan,1 month ago,0.296,0,0.296,Positive,0.6000000000000001
Great product,"Hello everyone,I bought this phone 3 months ago and again i bought the same phone 1 month ago for my mother.Yes this device is good and can be used for basic normal use.Not for hardcore gamming you can play lite games.Good for binge watching and watching movies.The viewing angles are awesome and due to the amoled display it wont disappoint you also.The camera is great with so many features like document scanner and ois.Overall the phone is good.",4, Khordha,1 month ago,0.9757,0,0.9757,Positive,0.5944444444444444
Delightful,"Back main camera is excellent, battery backup is very good, display is awesome, design and UI should be improved.",3, Guntur,1 month ago,0.9559,0,0.9559,Positive,0.6555555555555556
Great product,Phone  was good no issues no phone heading every thing was good..,5, Punganur,1 month ago,0.872,0,0.872,Positive,0.65
Just okay,  best choice ,4, New Delhi,1 month ago,0.7269,0,0.7269,Positive,0.4
Excellent,"Good phone, at this price just go for it...",5, Bilimora,1 month ago,0.765,0,0.765,Positive,0.8
Pretty good,Great products in exchange,5, Ahmedabad,1 month ago,0.8807,0,0.8807,Positive,0.7833333333333333
Perfect product!,Very nice,5, Khairabad Sitapur District,1 month ago,0.7579,0,0.7579,Positive,1.0
Does the job,Heating problem,5, New Delhi,1 month ago,-0.4019,0.4019,0.0,Negative,0.0
Mind-blowing purchase,Good and good thanks for flipkart ,5, Konkan Division,nan,0.8271,0,0.8271,Positive,0.46666666666666673
Super!,Very good,5, Mukhed,1 month ago,0.7783,0,0.7783,Positive,0.6333333333333333
Fabulous!,pH is very good condition,5, Purba Medinipur District,1 month ago,0.743,0,0.743,Positive,0.8
Does the job,Lost money,5, Naini Industrial Area,1 month ago,-0.3182,0.3182,0.0,Negative,0.0
Good,Nothing is new in this mobile average features,5, Guntur District,1 month ago,0.4404,0,0.4404,Positive,0.48484848484848486
Terrific purchase,Very nice phone good performance nice camera,5, Muzaffarpur,1 month ago,0.891,0,0.891,Positive,0.9
Worthless,Phone is overheating and this phone is bending Very cheap costumer serviceChap products pf my life,5, Forbesganj,1 month ago,-0.4404,0.4404,0.0,Negative,0.8
Brilliant,Awesome,5, Indore,1 month ago,0.836,0,0.836,Positive,1.0
Really Nice,Best phone in this budget good performance of battery and camera.,4, Andal,1 month ago,0.8878,0,0.8878,Positive,0.6333333333333334
Mind-blowing purchase,Great phone.,5, Jhansi,1 month ago,0.6249,0,0.6249,Positive,0.75
Classy product,Nice,5, Kollam,nan,0.6908,0,0.6908,Positive,0.95
Mind-blowing purchase,Nice machine,4, Berhampore,1 month ago,0.4215,0,0.4215,Positive,1.0
Fabulous!,Nice camera,5, Kurukshetra,1 month ago,0.7351,0,0.7351,Positive,1.0
Very Good,"Phn is overall okay..under 20k it is one of the best phone..I get it at 17750 because I had exchange my old redmi note 5 pro..Its camera performs decently.. captures over saturated photos which I personally don't like..Its battery performance is not that much although it has 5000 mah battery..But it has amazing display, amazing dual stereo speakers, performance is also very good for day to day life multitasking..there is no as such lag..So ya.. I'm happy with this phone.. it's value for m...",5, Kalyani,1 month ago,0.9741,0,0.9741,Positive,0.5151515151515151
Unsatisfactory,The device is not be charged  in 15 minutes it's charged in 45 minutes something,5, Bilaspur,1 month ago,-0.3818,0.3818,0.0,Negative,0.0
Just wow!,Very good,5, Howly,1 month ago,0.7717,0,0.7717,Positive,0.8
Fabulous!,I am to happy this product,3, Behea,1 month ago,0.7964,0,0.7964,Positive,1.0
Moderate,"Bad battery management. Hapticks may feel good. But vibration on call notifications is bad. Decent camera. Good in looks The display is good, but not bright enough for sunny outdoorsCall time functions are not that handy like colors dialerGoogle dialer is pathetic.",3, Pimpri Chinchwad,1 month ago,0.6369,0,0.6369,Positive,0.7000000000000001
Terrible product,Bad ,5, Mal Bazar,1 month ago,-0.765,0.765,0.0,Negative,0.8333333333333333
Terrific purchase,Nice,3, Mudhol,1 month ago,0.7096,0,0.7096,Positive,1.0
Excellent,I'll suggest you to get this phone it's good under this price range,5, New Delhi,nan,0.5859,0,0.5859,Positive,0.8666666666666667
Good,"It is claiming OIS(Optical Image Stabilization),but can't even take a decent photo of a baby who is playing a bit.Battery drains really fast using 5G,and it gets very much heated while charging.Only plus point is the fast charging.",5, Puranattukara,1 month ago,0.5719,0,0.5719,Positive,0.5333333333333334
Wonderful,Thanks flipcart.,5, Jajapur District,1 month ago,0.765,0,0.765,Positive,0.6
Wonderful,Good mobile very so much,4, Barapali,1 month ago,0.765,0,0.765,Positive,0.6
Great product,Very nice,5, Sopore,1 month ago,0.7845,0,0.7845,Positive,0.875
Does the job,Ok ok good feel finish camerra ok .Sound goodDisplay not like amoled.Performance  good.16k prices is ok not more than that,5, Jalgaon,1 month ago,0.9042,0,0.9042,Positive,0.5
Brilliant,Awesome product,5, Greater Noida,1 month ago,0.836,0,0.836,Positive,1.0
Very Good,Good value for money,5, Farooqnagar,1 month ago,0.802,0,0.802,Positive,0.6000000000000001
Great product,Value for money,5, Gudur,1 month ago,0.7579,0,0.7579,Positive,0.75
Very poor,Price is too high. Battery capacity very poor. Camera quality not good... Don't waste of money,4, Kannivadi Dindigul District,1 month ago,-0.2425,0.2425,0.0,Negative,0.46799999999999997
Highly recommended,Good product,4, Akalakunnam,nan,0.6453,0,0.6453,Positive,0.5700000000000001
Classy product,Best all rounder phone best cemera best desian and best performance,5, Muzaffarpur,1 month ago,0.967,0,0.967,Positive,0.42000000000000004
Great product,Close your eyes and buy it! Awesome product I used it from 7 days good experience and typical vibes of iphone  recently when I purchase it gives Android 13 update. I used Xiaomi device since 5 year good experience.,5, Jamnagar,1 month ago,0.9325,0,0.9325,Positive,0.6166666666666667
Terrific purchase,Almost is good...,5, Pathankot,1 month ago,0.6915,0,0.6915,Positive,0.8
Great product,Nice one,5, Gummidipoondi,1 month ago,0.7845,0,0.7845,Positive,0.875
Terrible product,Phone is lacking this is the worst mobile selling by Xiaomi.Under 23k worst mobile is redmi 12 pro 5g i recommended pls don't buy this mobile.,3, Gopalganj District,1 month ago,-0.8807,0.8807,0.0,Negative,1.0
Mind-blowing purchase,Nice phone overall the performance is excellent but 5000mah battery is less for a 5g phone.,5, Patna,1 month ago,0.7579,0,0.7579,Positive,0.5166666666666667
Mind-blowing purchase,Best buy,5, Jaipur,1 month ago,0.6369,0,0.6369,Positive,0.3
Simply awesome,Good,3, Koch Bihar District,1 month ago,0.7906,0,0.7906,Positive,0.8
Terrific,Good phone.ok,4, Siliguri,1 month ago,0.7184,0,0.7184,Positive,0.8
Nice product,Nice product but in display fingerprint hota toh Better tha,5, Bulandshahr District,nan,0.8176,0,0.8176,Positive,0.8333333333333334
Wonderful,"Review after using for around 10 days :- Smooth phone, no hiccups- Good battery backup, exceeds one day with normal usage- Excellent speaker sound, dual speakers- Decent camera- Bright adjustable display- Has a 3.5mm audio jack, useful for wired headphones- Got MIUI 14 update automatically- Overall good phone But couldn't beat my Honor 8X phone so far, will keep observing",4, Thane,1 month ago,0.9466,0,0.9466,Positive,0.6013888888888889
Highly recommended,Best ever phone,5, Pune,1 month ago,0.763,0,0.763,Positive,0.41999999999999993
Must buy!,Phone look is good but battery power is not good Cemra is good and sound is superb,5, Firozabad,1 month ago,0.9153,0,0.9153,Positive,0.64
Terrific,Good phone smooth and fast,4, Tarn Taran,1 month ago,0.7184,0,0.7184,Positive,0.675
Very Good,Good,5, East Godavari District,1 month ago,0.7003,0,0.7003,Positive,0.6000000000000001
Very Good,Good smartphone,5, New Delhi,1 month ago,0.7003,0,0.7003,Positive,0.6000000000000001
Very poor,As per money camera is not good.,5, Bharuch,1 month ago,-0.0516,0.0516,0.0,Negative,0.6000000000000001
Worth every penny,I love this phone,4, Bhadrak,1 month ago,0.7269,0,0.7269,Positive,0.35
Wonderful,"Some bugs are present but it is a very good phone, but it's 3.5mm jack is best out of best.",5, Sambalpur District,1 month ago,0.9432,0,0.9432,Positive,0.44000000000000006
Awesome,Amazing....It's one of the best Redmi number series mobile...Too good.,5, Erode,nan,0.91,0,0.91,Positive,0.6333333333333334
Useless product,Mi UI worst of all time not change,4, Bhagalpur,1 month ago,-0.7845,0.7845,0.0,Negative,0.6
Good choice,Nice ,4, Saharanpur,1 month ago,0.6908,0,0.6908,Positive,0.8
Worth the money,"Here is my review with ratings after 7 days of uses1. Nice display 4.5/52. Good design  4/53. Rear camera above average, not best , I like images 4/54. Front camera average not best 3.5/55. Charging is good but not charge phone as 67 watt, it takes around 1 hour to full charge 4/56. Battery drain is little bit more, screen on time around 5 hours 3.5/57. Software experience good, animation, smooth I like 4.2/5I can change my reviews after anytime if I feel any issue related to mobile",5, Mohali,1 month ago,0.9771,0,0.9771,Positive,0.4807692307692308
Does the job,Camera is goodPerformance is excellentBattery life is not as good as expected.,4, Rajkot,1 month ago,0.4404,0,0.4404,Positive,0.5
Pretty good,Nice product... Recommend to others,3, Jaipur,1 month ago,0.886,0,0.886,Positive,0.8666666666666667
Just okay,Superb,3, Pimpri Chinchwad,1 month ago,0.7184,0,0.7184,Positive,0.75
Highly recommended,Best,5, Pimpri Chinchwad,1 month ago,0.763,0,0.763,Positive,0.41999999999999993
Awesome,Just ok,4, Hyderabad,1 month ago,0.743,0,0.743,Positive,0.75
Awesome,Good ,4, Faridkot Division,1 month ago,0.7906,0,0.7906,Positive,0.8
Delightful,Superb Mobile,5, Badlapur,nan,0.836,0,0.836,Positive,1.0
Wonderful,Super,4, East Godavari,1 month ago,0.8225,0,0.8225,Positive,0.8333333333333333
Not recommended at all,I bought this phone in exchange of my old phone. This phone is working well but I feel cheated as the money I was supposed to get was put in gift card without asking me and now every possible way I tried but this money could not be released from gift card. My money kept with Flipcart and not allowed to use.,5, Siolim,1 month ago,0.6597,0,0.6597,Positive,0.6
Slightly disappointed,"Speakers are very casual, needs improvements. Low quality speakers, which are like old Taprecord.",3, Panchkula,1 month ago,0.1102,0,0.1102,Positive,0.5291666666666667
Classy product,This Phone is extremely better than OtherPhone in this price,4, Ranchi,1 month ago,0.7264,0,0.7264,Positive,0.7
Great product,This is best quality phone and nice looks,3, Mangawan,1 month ago,0.9022,0,0.9022,Positive,0.6833333333333332
Absolute rubbish!,"Performance is not good.....it create Network issue, sometimes people call me but phone shows switchoff ... I don't like...",5, Gwalior,1 month ago,-0.0026,0.0026,0.0,Negative,0.9
Nice,Redmi Note 12Pro camera compare to Redmi Note 7Pro Best.,5, Varanasi,1 month ago,0.7906,0,0.7906,Positive,0.65
Fabulous!,"Excellent smartphone, camera is awesome and good battery backup, best in the segment.",4, Dhanbad,1 month ago,0.9601,0,0.9601,Positive,0.78
Did not meet expectations,It is over heating and when watching the reel it will struck customer support also bad ,5, Bangalore,1 month ago,-0.4215,0.4215,0.0,Negative,0.6666666666666666
Best in the market!,Nice,5, Mandya,nan,0.7906,0,0.7906,Positive,0.65
Does the job,Average,5, Ludhiana,1 month ago,0.0,0,0.0,Neutral,0.39999999999999997
Wonderful,Very good all is well,5, New Delhi,1 month ago,0.8271,0,0.8271,Positive,0.8
Must buy!,Super  love a prodect awesome,5, Narayanavanam,1 month ago,0.9217,0,0.9217,Positive,0.7555555555555555
Best in the market!,Very nice phone.must buy,5, Kalyan,1 month ago,0.7906,0,0.7906,Positive,0.65
Good,Very worst phone completely wast of money,5, Damoh District,1 month ago,-0.296,0.296,0.0,Negative,0.6666666666666666
Terrible product,Hanging and heating problem,5, Pulwama,1 month ago,-0.7003,0.7003,0.0,Negative,1.0
